,Unnamed: 0,reult/alternative/0/confidence,full_transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,startTime,word,results/channelTag,results/languageCode,reult/reultEndTime,p25,seconds,arousal,valence,happy,angry,nervous,sad,p26,seconds2,arousal2,valence2,happy2,angry2,nervous2,sad2,new_words,p25_trans,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,p26_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
848,848,0.82248271,,0.73868144,472.3,472.2,a,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
849,849,0.82248271,,0.70890898,472.6,472.3,life,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
850,850,0.82248271,,0.80315477,473.3,472.6,conditions,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
851,851,0.82248271,,0.91283858,473.5,473.3,of,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
852,852,0.82248271,,0.91283858,473.6,473.5,the,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
853,853,0.82248271,,0.7496984,473.9,473.6,Korea,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
854,854,0.82248271,,0.90167612,474.1,473.9,is,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
855,855,0.82248271,,0.72860825,474.3,474.1,also,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
856,856,0.82248271,,0.71282971,474.8,474.3,like,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
857,857,0.82248271,,0.61275309,475.4,474.9,they,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
858,858,0.82248271,,0.91283858,475.7,475.4,just,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
859,859,0.82248271,,0.71286845,475.9,475.7,want,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
860,860,0.82248271,,0.91283858,476.0,475.9,to,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
861,861,0.82248271,,0.52349174,476.6,476.0,know,25,en-us,485.789078,,420.0,3.667,3.0,1.0,1.333,1.333,1.0,,420.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
862,862,0.82248271,,0.72550118,478.2,478.0,how,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
863,863,0.82248271,,0.69862103,478.5,478.2,should,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
864,864,0.82248271,,0.91283858,478.7,478.5,they,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
865,865,0.82248271,,0.6351229,479.3,478.7,do,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
866,866,0.82248271,,0.91283858,479.8,479.6,and,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
867,867,0.82248271,,0.73887414,479.9,479.8,how,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
868,868,0.82248271,,0.68740219,480.2,479.9,should,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
869,869,0.82248271,,0.61275309,480.7,480.2,they,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
870,870,0.82248271,,0.72012866,481.5,481.0,can,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
871,871,0.82248271,,0.71286845,482.3,482.0,practice,25,en-us,485.789078,,425.0,3.667,3.333,1.333,1.0,1.333,1.0,,425.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
872,872,0.82248271,,0.91283858,482.4,482.3,your,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
873,873,0.82248271,,0.72390556,483.0,482.4,daily,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
874,874,0.82248271,,0.69862098,483.5,483.0,with,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
875,875,0.82248271,,0.91283858,484.1,483.7,Lexa,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
876,876,0.82248271,,0.91283858,484.3,484.1,T,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
877,877,0.82248271,,0.91283858,484.5,484.3,is,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
878,878,0.82248271,,0.66501844,484.8,484.5,like,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
879,879,0.82248271,,0.91283858,485.0,484.8,it's,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
880,880,0.82248271,,0.4892906,485.3,485.0,not,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
881,881,0.82248271,,0.91283858,485.5,485.3,it's,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
882,882,0.82248271,,0.72550118,485.6,485.5,not,25,en-us,485.789078,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
883,883,0.89140856, if they're not clear for an hour so it's like,0.91283858,486.4,486.2,if,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
884,884,0.89140856,,0.7998333,486.5,486.4,they're,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
885,885,0.89140856,,0.83414388,486.7,486.5,not,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
886,886,0.89140856,,0.91283858,487.3,486.7,clear,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
887,887,0.89140856,,0.91283858,487.7,487.5,for,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
888,888,0.89140856,,0.91283858,487.8,487.7,an,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
889,889,0.89140856,,0.91283858,488.0,487.8,hour,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
890,890,0.89140856,,0.91283858,488.2,488.0,so,25,en-us,489.216833,,430.0,3.333,3.333,1.333,1.0,1.333,1.0,,430.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
891,891,0.89140856,,0.91283858,488.3,488.2,it's,25,en-us,489.216833,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
892,892,0.89140856,,0.89023858,488.8,488.3,like,25,en-us,489.216833,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
893,893,0.88272446, I think they just want to know about the things that can guarantee their life this is what I want to say so if it's for my opinion are go men can explain in this question and I think like all Korean maybe raise the question I think it will be,0.91283858,490.1,489.9,I,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
894,894,0.88272446,,0.91283858,490.3,490.1,think,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
895,895,0.88272446,,0.91283858,490.5,490.3,they,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
896,896,0.88272446,,0.91283858,490.8,490.5,just,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
897,897,0.88272446,,0.91283858,491.1,490.8,want,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
898,898,0.88272446,,0.91283858,491.7,491.1,to,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
899,899,0.88272446,,0.91283858,493.6,492.9,know,25,en-us,514.383772,,435.0,3.333,3.333,1.333,1.0,1.333,1.0,,435.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
900,900,0.88272446,,0.91283858,494.8,494.4,about,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
901,901,0.88272446,,0.91283858,495.0,494.8,the,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
902,902,0.88272446,,0.91283858,495.6,495.0,things,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
903,903,0.88272446,,0.91283858,496.2,496.0,that,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
904,904,0.88272446,,0.91283858,496.4,496.2,can,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
905,905,0.88272446,,0.91283858,497.0,496.4,guarantee,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
906,906,0.88272446,,0.91283858,497.2,497.0,their,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
907,907,0.88272446,,0.91283858,497.7,497.2,life,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
908,908,0.88272446,,0.91283858,498.3,498.1,this,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
909,909,0.88272446,,0.91283858,498.5,498.3,is,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
910,910,0.88272446,,0.91283858,498.9,498.5,what,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
911,911,0.88272446,,0.91283858,499.2,499.1,I,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
912,912,0.88272446,,0.91283858,499.4,499.2,want,25,en-us,514.383772,,440.0,3.333,3.0,1.333,1.0,1.333,1.0,,440.0,2.667,3.0,1.333,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
913,913,0.88272446,,0.91283858,499.9,499.4,to,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
914,914,0.88272446,,0.91283858,500.4,499.9,say,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
915,915,0.88272446,,0.91283858,501.3,501.0,so,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
916,916,0.88272446,,0.91283858,501.7,501.3,if,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
917,917,0.88272446,,0.91283858,502.6,502.5,it's,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
918,918,0.88272446,,0.91283858,502.7,502.6,for,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
919,919,0.88272446,,0.91283858,502.9,502.7,my,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
920,920,0.88272446,,0.91283858,503.5,502.9,opinion,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
921,921,0.88272446,,0.71796441,504.0,503.5,are,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
922,922,0.88272446,,0.91283858,504.3,504.1,go,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
923,923,0.88272446,,0.79451364,504.8,504.3,men,25,en-us,514.383772,,445.0,3.667,3.333,1.333,1.0,1.333,1.0,,445.0,2.667,3.333,1.667,1.0,2.333,1.0,,,,,,,,,,,,,,,,,
924,924,0.88272446,,0.91283858,505.3,504.8,can,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
925,925,0.88272446,,0.9062379,506.1,505.3,explain,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
926,926,0.88272446,,0.91283858,507.0,506.8,in,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
927,927,0.88272446,,0.74571371,507.4,507.0,this,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
928,928,0.88272446,,0.87526333,508.5,507.8,question,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
929,929,0.88272446,,0.91283858,508.9,508.7,and,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
930,930,0.88272446,,0.91283858,508.9,508.9,I,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
931,931,0.88272446,,0.76143318,509.1,508.9,think,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
932,932,0.88272446,,0.88282686,509.4,509.1,like,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
933,933,0.88272446,,0.75027364,509.6,509.4,all,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
934,934,0.88272446,,0.91283858,509.9,509.6,Korean,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
935,935,0.88272446,,0.75670224,510.4,509.9,maybe,25,en-us,514.383772,,450.0,3.333,3.333,1.333,1.0,1.333,1.0,,450.0,3.333,3.667,2.0,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
936,936,0.88272446,,0.91283858,511.1,510.9,raise,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
937,937,0.88272446,,0.91283858,511.2,511.1,the,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
938,938,0.88272446,,0.91283858,511.7,511.2,question,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
939,939,0.88272446,,0.91283858,511.8,511.7,I,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
940,940,0.88272446,,0.7201764,512.3,511.8,think,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
941,941,0.88272446,,0.91283858,513.0,512.8,it,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
942,942,0.88272446,,0.77285987,513.1,513.0,will,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
943,943,0.88272446,,0.73428333,513.7,513.1,be,25,en-us,514.383772,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
944,944,0.9128387, good things it's like now it's not but in the future is maybe can yeah,0.91283858,516.0,515.7,good,25,en-us,522.702592,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
945,945,0.9128387,,0.91283858,516.5,516.0,things,25,en-us,522.702592,,455.0,3.667,3.0,1.0,1.333,1.0,1.0,,455.0,3.0,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
946,946,0.9128387,,0.91283858,517.1,516.9,it's,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
947,947,0.9128387,,0.91283858,517.5,517.1,like,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
948,948,0.9128387,,0.91283858,518.4,518.2,now,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
949,949,0.9128387,,0.91283858,518.6,518.4,it's,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
950,950,0.9128387,,0.91283858,519.0,518.6,not,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
951,951,0.9128387,,0.91283858,519.2,519.0,but,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
952,952,0.9128387,,0.91283858,519.3,519.2,in,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
953,953,0.9128387,,0.91283858,519.4,519.3,the,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
954,954,0.9128387,,0.91283858,519.8,519.4,future,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
955,955,0.9128387,,0.91283858,520.0,519.8,is,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
956,956,0.9128387,,0.91283858,520.6,520.0,maybe,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
957,957,0.9128387,,0.91283858,521.3,520.7,can,25,en-us,522.702592,,460.0,3.333,3.0,1.0,1.333,1.0,1.0,,460.0,3.333,3.667,1.667,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
958,958,0.9128387,,0.91283858,522.4,522.0,yeah,25,en-us,522.702592,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
959,959,0.74293816, you mean that how to guarantee the yeah is like is the big question for our Korean actually the refugee,0.91283858,523.6,523.4,you,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
960,960,0.74293816,,0.91283858,523.8,523.6,mean,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
961,961,0.74293816,,0.91283858,524.0,523.8,that,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
962,962,0.74293816,,0.91283858,524.2,524.0,how,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
963,963,0.74293816,,0.91283858,524.5,524.2,to,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
964,964,0.74293816,,0.67707539,525.1,524.5,guarantee,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
965,965,0.74293816,,0.67707539,525.4,525.1,the,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
966,966,0.74293816,,0.74877185,527.2,526.8,yeah,26,en-us,535.341187,,465.0,3.333,3.0,1.0,1.333,1.0,1.0,,465.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
967,967,0.74293816,,0.74993938,528.0,527.9,is,26,en-us,535.341187,,470.0,3.333,3.0,1.0,1.333,1.0,1.0,,470.0,3.333,3.667,2.333,1.0,1.667,1.0,,,,,,,,,,,,,,,,,
