new_words,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
something like that so that and also okay so you mentioned that,390.0,3.333,2.333,1.0,2.333,1.333,2.333,390.0,3.0,2.667,1.0,1.667,1.333,1.333
accepting them eventually will be okay but looking from the post,395.0,3.333,2.333,1.0,2.333,1.333,2.333,395.0,3.0,2.667,1.0,1.667,1.333,1.333
ders and the protest that people people bring,400.0,3.333,2.333,1.0,2.333,2.0,2.333,400.0,3.0,2.667,1.0,1.667,1.333,1.333
paper saying fake refugees and everything I doubt that if there is no change,405.0,3.333,2.333,1.0,2.333,2.0,2.333,405.0,2.333,2.667,1.0,1.333,1.0,1.0
Korean like these Professor will change their attitude toward foreigners so,410.0,3.0,2.667,1.0,2.0,2.0,2.0,410.0,2.333,2.667,1.0,1.333,1.0,1.0
I don't really buy that even making like,415.0,3.333,2.667,1.0,2.0,2.0,2.0,415.0,2.333,2.667,1.0,1.333,1.0,1.0
more making slower effort to accept refugees to Korea would change people,420.0,3.333,2.667,1.0,2.0,2.0,2.0,420.0,2.333,2.667,1.0,1.333,1.0,1.0
attitude so I think yeah Korean people need to,425.0,3.333,2.667,1.0,2.0,2.0,2.0,425.0,2.333,2.667,1.0,1.333,1.0,1.0
okay need to have more drastic and more dramatic yeah more changes,430.0,3.0,2.667,1.0,2.0,2.0,2.0,430.0,2.333,2.667,1.0,1.333,1.0,1.0
more drastic well first off in my opinion people,435.0,3.0,2.667,1.0,2.0,2.0,2.0,435.0,2.333,2.667,1.0,1.333,1.0,1.0
who actually like to put take part in the sort of like protest or people who have really sort of extreme,440.0,3.333,2.667,1.0,2.0,2.333,2.0,440.0,2.333,2.667,1.0,1.333,1.0,1.0
stance against like foreigners and they don't really have like Justified reason or like Logic,445.0,3.333,2.667,1.0,2.0,2.333,2.0,445.0,2.333,2.667,1.0,1.333,1.0,1.0
for that so I'm sorry for that but what well and I think,450.0,3.333,2.667,1.0,2.0,2.333,2.0,450.0,2.333,2.667,1.0,1.333,1.0,1.0
accepting them for their safety and all that is acceptable and but my one concern,455.0,3.333,2.667,1.0,2.0,2.333,2.0,455.0,2.333,2.667,1.0,1.333,1.0,1.0
is that actually we have people are,460.0,3.333,2.667,1.0,2.0,2.333,2.0,460.0,2.333,2.667,1.0,1.333,1.0,1.0
afraid of accepting refugees well I heard from I read,465.0,3.333,2.667,1.0,2.0,2.333,2.0,465.0,2.667,2.667,1.0,1.333,1.0,1.0
I watched the documentary that most people who come to Korea,470.0,3.333,2.667,1.0,2.0,2.333,2.0,470.0,2.333,2.667,1.0,1.333,1.0,1.0
but my one concern is that there might be some cases in which people who disguise,475.0,3.0,2.667,1.0,2.0,2.333,2.0,475.0,2.667,2.667,1.0,1.333,1.0,1.0
themselves as Refugee but like who have like political or like religious,480.0,3.0,2.667,1.0,2.0,2.333,2.0,480.0,2.667,2.667,1.0,1.333,1.0,1.0
sort of purpose like biases because I because in one,485.0,3.0,2.667,1.0,2.0,2.333,2.0,485.0,2.667,2.667,1.0,1.333,1.0,1.0
new store to go all one people from Indonesia which is different country but disguise,490.0,3.0,2.667,1.0,2.0,2.333,2.0,490.0,2.667,3.0,1.0,1.0,1.0,1.0
himself as just foreign worker but turned out to be part of is it was,495.0,3.0,2.667,1.0,2.0,2.333,2.0,495.0,2.667,3.0,1.0,1.0,1.0,1.0
one big issue so how my one concern is if we accept if,500.0,3.333,3.0,1.0,1.667,1.667,1.333,500.0,2.667,3.0,1.0,1.0,1.0,1.0
we start accepting more of these people how are we going to weed out some potential like,505.0,3.333,3.0,1.0,1.667,1.667,1.333,505.0,2.667,3.0,1.0,1.0,1.0,1.0
Risk that's my one concern but most of like children women and people who are,510.0,3.333,3.0,1.0,1.667,1.667,1.333,510.0,2.667,3.0,1.0,1.0,1.0,1.0
in dire need of me definitely should be definitely should be accepted so yeah that is my concern,515.0,3.333,3.0,1.0,1.667,1.667,1.333,515.0,2.667,3.0,1.0,1.0,1.0,1.0
I mean,520.0,3.333,3.0,1.0,1.667,1.667,1.333,520.0,2.667,3.0,1.0,1.0,1.0,1.0
it's it's TRUE that those guys happened and I,525.0,3.333,3.0,1.0,1.667,1.667,1.333,525.0,3.0,3.0,1.0,1.0,1.0,1.0
tend to believe that Korea has a very sophisticated system I mean the Korea has been accepting many,530.0,3.333,3.0,1.0,1.667,1.667,1.333,530.0,3.0,3.0,1.0,1.0,1.0,1.0
immigrants not only refugees and I'm one of the like foreigners,535.0,3.667,3.0,1.0,1.667,1.667,1.333,535.0,2.667,3.0,1.0,1.0,1.0,1.0
in Korea so I think Korea has already already has a sophisticated way of dealing,540.0,3.667,3.0,1.0,1.667,1.667,1.333,540.0,3.0,3.0,1.0,1.0,1.0,1.0
with immigrants so I tend to believe just,545.0,3.333,3.0,1.0,1.667,1.667,1.333,545.0,2.667,3.0,1.0,1.0,1.0,1.0
creates capable if Korea wants to create scab mobile screening those tracks,550.0,3.667,2.667,1.0,2.333,1.667,1.333,550.0,2.667,3.0,1.0,1.0,1.0,1.0
that's my son and,555.0,3.667,2.667,1.0,2.333,1.667,1.333,555.0,3.0,3.0,1.0,1.0,1.0,1.0
yeah I agree with it so,560.0,3.667,2.667,1.0,2.333,1.667,1.333,560.0,3.0,3.0,1.0,1.0,1.0,1.0
we will end the debate,565.0,3.333,2.667,1.0,2.333,1.667,1.333,565.0,2.667,3.0,1.0,1.0,1.0,1.0
we'll start now okay in my opinions about your,5.0,2.333,3.333,1.333,1.0,1.333,1.0,5.0,2.333,4.0,1.667,1.0,1.667,1.0
Refugee from Gmail in South Korea at Jeju Islands,10.0,2.333,3.0,1.333,1.0,1.333,1.0,10.0,2.333,3.667,1.667,1.0,1.667,1.0
I think that is would be have some positive,15.0,2.333,3.0,1.333,1.0,1.333,1.0,15.0,2.333,3.667,1.667,1.0,1.667,1.0
benefits if the Korean government letter reality,20.0,2.333,3.0,1.333,1.0,1.333,1.0,20.0,2.333,3.667,1.333,1.0,1.667,1.0
into the country with some restrictions and more over than that,25.0,2.333,3.0,1.333,1.0,1.333,1.0,25.0,2.333,3.667,1.333,1.0,1.667,1.0
the Koreans has already decided to un Refugee convention,30.0,2.333,3.0,1.333,1.0,1.333,1.0,30.0,2.333,3.667,1.333,1.0,1.667,1.0
in 1991 22,35.0,2.333,3.0,1.333,1.0,1.333,1.0,35.0,2.333,3.667,1.333,1.0,1.667,1.0
to approve or to,40.0,2.333,3.0,1.333,1.0,1.333,1.0,40.0,2.333,3.667,1.333,1.0,1.667,1.0
guarantee the status of refugee in the state something,45.0,2.333,3.0,1.333,1.0,1.333,1.0,45.0,2.333,3.667,1.333,1.0,1.667,1.0
that has and also to compare to another country,50.0,2.333,3.0,1.333,1.0,1.333,1.0,50.0,2.667,3.667,1.333,1.0,1.667,1.0
in Europe and Country like Germany does have more very crisis in,55.0,2.333,3.0,1.333,1.0,1.333,1.0,55.0,2.333,4.0,1.333,1.0,1.333,1.0
the refugee problems or issues more than,60.0,2.333,3.0,1.333,1.0,1.333,1.0,60.0,2.333,4.0,1.333,1.0,1.333,1.0
"700,000 but in Korean agreement is geez is",65.0,2.333,3.0,1.333,1.0,1.333,1.0,65.0,2.333,4.0,1.333,1.0,1.333,1.0
only 550 people so it is the first thing that I think,70.0,3.0,3.0,1.333,1.0,1.333,1.0,70.0,2.667,4.0,1.333,1.0,1.667,1.0
the Korean government should accept this group of refugees,75.0,3.0,3.0,1.333,1.0,1.333,1.0,75.0,2.667,4.0,1.667,1.0,1.667,1.0
okay yeah that,80.0,3.0,3.0,1.333,1.0,1.333,1.0,80.0,2.667,4.333,2.0,1.0,1.0,1.0
I agree with you with that okay Korean just side of convention in 1991,85.0,3.0,3.0,1.333,1.0,1.333,1.0,85.0,2.667,4.333,2.0,1.0,1.0,1.0
but I just think that it's like a special,90.0,3.0,3.333,1.333,1.0,1.333,1.0,90.0,2.667,4.667,2.333,1.0,1.0,1.0
case for the Koreans who have like their their bodies the is like with the,95.0,3.667,3.0,1.333,1.0,1.333,1.0,95.0,3.0,4.667,2.0,1.0,1.0,1.0
XO phobia sometimes and they're just like care about the conditioned living,100.0,4.0,3.333,1.333,1.0,1.333,1.0,100.0,3.0,4.667,1.667,1.0,1.0,1.0
so I think if you think about your population first and there are some so very that,105.0,3.667,3.0,1.333,1.0,1.333,1.0,105.0,3.0,4.667,1.667,1.0,1.0,1.0
have or these away that there are more populous proportion of,110.0,3.667,3.0,1.333,1.0,1.333,1.0,110.0,3.0,4.667,2.0,1.0,1.0,1.0
Korean population so I just thing that if you just,115.0,3.667,3.0,1.333,1.0,1.333,1.0,115.0,3.0,4.667,2.333,1.0,1.0,1.0
do four follow the convention is,120.0,3.667,3.333,1.333,1.0,1.667,1.0,120.0,3.667,4.333,2.0,1.0,1.333,1.0
not the best way to be the good just for the country,125.0,3.667,3.333,1.333,1.0,1.667,1.0,125.0,3.667,4.333,2.0,1.0,2.333,1.0
but you have to look and take care your place and also it was like,130.0,3.667,3.333,1.333,1.0,1.667,1.0,130.0,3.667,4.333,1.667,1.0,2.333,1.0
if you listen your people first,135.0,3.333,3.333,1.333,1.0,1.667,1.0,135.0,3.667,4.333,2.0,1.0,2.333,1.0
it will be good so I think it's not good if we accept all,140.0,3.333,3.0,1.333,1.0,2.0,1.0,140.0,3.667,4.333,2.0,1.0,2.333,1.0
yemenis gratuities at Jeju Island yeah but,145.0,3.333,3.0,1.333,1.0,2.0,1.0,145.0,3.0,3.333,1.333,1.0,2.333,1.0
I think do appropriate of the,150.0,3.333,3.0,1.333,1.0,2.0,1.0,150.0,3.0,3.333,1.333,1.0,2.333,1.0
refugees in Korean butter with your vested actually is just,155.0,3.333,3.333,1.667,1.0,2.0,1.0,155.0,3.0,3.333,1.333,1.0,2.333,1.0
2.40% from 1994 the sin that,160.0,3.333,3.333,1.667,1.0,2.0,1.0,160.0,3.0,3.333,1.667,1.0,2.333,1.0
the first time that Korea and South Korean government except the a refugee and,165.0,3.333,3.333,1.667,1.0,2.0,1.0,165.0,3.0,3.333,1.667,1.0,2.333,1.0
but actually it's fun up to none up until now the,170.0,3.333,3.333,1.667,1.0,2.333,1.0,170.0,2.667,3.0,1.333,1.0,2.333,1.0
government also consider walls of the South Korean citizens and,175.0,3.333,3.333,1.667,1.0,2.333,1.0,175.0,2.667,3.0,1.333,1.0,2.667,1.0
by that by the consider that they are requirement already,180.0,3.333,3.333,1.667,1.0,2.333,1.0,180.0,2.667,3.0,1.333,1.0,2.667,1.0
put their game in citizen I already miss,185.0,3.333,3.333,1.667,1.0,2.0,1.0,185.0,3.0,3.333,1.667,1.0,2.0,1.0
traveler or citizen that want to come into Korean have to get some result,190.0,3.333,3.333,1.667,1.0,2.0,1.0,190.0,3.0,3.333,1.667,1.0,2.0,1.0
before but so I think this this is a,195.0,3.333,3.333,1.667,1.0,2.0,1.0,195.0,2.667,4.0,2.0,1.0,2.0,1.0
slider easiest way for now to deal with this problem,200.0,3.667,3.667,1.667,1.0,2.333,1.0,200.0,2.667,4.0,2.0,1.0,2.0,1.0
and about the signal for beer that you rest I think this stating,205.0,3.667,3.667,1.667,1.0,2.333,1.0,205.0,2.667,4.0,2.0,1.0,2.0,1.0
that if Korean want to be in the Lea Archery internationalized Country,210.0,3.667,3.667,1.667,1.0,2.333,1.0,210.0,2.333,4.0,2.0,1.0,2.0,1.0
or developed country we have or the government's have to educate the,215.0,4.0,3.667,1.667,1.0,2.667,1.0,215.0,2.333,4.0,2.0,1.0,2.0,1.0
currency teaching people how to living in a globalization work,220.0,4.0,3.667,1.667,1.0,2.667,1.0,220.0,2.667,4.0,2.0,1.0,2.0,1.0
I just put,225.0,4.0,3.667,1.667,1.0,2.667,1.0,225.0,2.667,4.0,2.0,1.0,2.0,1.0
the SS right away sir topics now first,230.0,4.0,3.667,1.667,1.0,2.667,1.0,230.0,2.667,3.667,2.0,1.0,2.333,1.0
it's like you say Korean government has put the human to the result,235.0,4.0,3.667,1.667,1.0,2.667,1.0,235.0,2.667,3.667,2.0,1.0,2.333,1.0
list but it's like if you have like another country's,240.0,4.0,3.667,1.667,1.0,2.667,1.0,240.0,2.667,3.667,2.0,1.0,2.333,1.0
or like a cider just do like this again so it's just like,245.0,4.0,3.333,1.667,1.0,2.333,1.0,245.0,2.667,3.667,2.0,1.0,2.333,1.0
Commander being a refugee yeah it's,250.0,4.0,3.333,1.667,1.0,2.333,1.0,250.0,2.667,3.667,2.0,1.0,2.333,1.0
like if some countries just like want to be their equities and comes and do like the yemenis,255.0,4.0,3.667,1.667,1.0,1.667,1.0,255.0,2.667,3.667,2.333,1.0,2.333,1.0
as I think that if they just put the country in the list is,260.0,4.0,3.667,1.667,1.0,1.667,1.0,260.0,2.667,3.667,2.667,1.0,2.333,1.0
not the best way it was the easiest way that yes but it's not the best one it's like,265.0,4.0,3.333,1.667,1.0,1.667,1.0,265.0,3.0,3.667,2.667,1.0,2.333,1.0
if the there are a lot so the bezel it is like too long,270.0,4.0,3.333,1.667,1.0,1.667,1.0,270.0,3.0,3.667,2.0,1.0,2.333,1.0
and it's not good for the image also yeah and to,275.0,3.333,3.667,1.333,1.0,1.667,1.0,275.0,2.667,3.0,1.0,1.0,2.333,1.0
like we don't know like if we,280.0,2.667,3.667,1.333,1.0,1.333,1.0,280.0,3.0,3.0,1.0,1.0,2.333,1.0
accept the refugee nothing can guarantee about,285.0,2.667,3.667,1.333,1.0,1.333,1.0,285.0,2.667,3.0,1.0,1.0,2.333,1.0
Korean citizens life security and I think also is like the Privacy also,290.0,2.667,3.667,1.333,1.0,1.333,1.0,290.0,2.667,3.0,1.0,1.0,2.333,1.0
so I think so yeah I also accept that,295.0,2.667,3.667,1.333,1.0,1.333,1.0,295.0,2.667,3.667,2.0,1.0,1.667,1.0
for this comment about a researcher is and also the some highlighter,300.0,2.667,3.667,1.333,1.0,1.333,1.0,300.0,3.0,3.667,1.667,1.0,1.667,1.0
for receive other citizenship of South Korea and but I think,305.0,3.0,3.667,1.333,1.0,1.333,1.0,305.0,2.667,3.667,1.667,1.0,1.667,1.0
Florida to South Korea to policy of accepting a refugee is,310.0,3.333,3.667,1.0,1.0,2.0,1.0,310.0,3.0,3.667,1.667,1.0,1.667,1.0
on is also already rigorous for that because of the,315.0,3.333,3.667,1.0,1.0,2.0,1.0,315.0,3.333,3.667,1.667,1.0,2.0,1.0
rest of accepting it just only 2%,320.0,3.333,3.667,1.0,1.0,1.667,1.0,320.0,3.0,3.667,1.667,1.0,2.0,1.0
from there over ten thousand Thirty thousands of people,325.0,3.333,3.667,1.333,1.0,1.667,1.0,325.0,3.667,4.0,1.667,1.0,1.333,1.0
to apply for energy but cannot expect but get the rejection from that,330.0,3.333,3.667,1.333,1.0,1.667,1.0,330.0,3.667,4.0,1.667,1.0,1.333,1.0
and by racing there are there are some requests of petition from the,335.0,3.0,3.667,1.0,1.0,1.667,1.0,335.0,4.0,4.0,1.667,1.0,1.333,1.0
citizens of to the Blue House of Korean and,340.0,3.333,3.667,1.0,1.0,1.667,1.0,340.0,3.667,3.667,2.0,1.0,1.333,1.0
I think the government now considering that to give,345.0,3.333,3.667,1.0,1.0,1.667,1.0,345.0,3.667,3.667,1.667,1.0,1.333,1.0
more deliberate assess or for get for giving their,350.0,3.333,4.0,1.333,1.0,1.667,1.0,350.0,3.667,3.667,2.0,1.0,1.333,1.0
refugees data to the other nations nationality,355.0,3.333,4.0,1.333,1.0,1.667,1.0,355.0,3.667,3.667,1.667,1.0,1.333,1.0
and also they this,360.0,3.333,4.0,1.333,1.0,1.667,1.0,360.0,3.667,3.667,1.667,1.0,1.333,1.0
is some car like they call hit or humanitarians humanitarian visas,365.0,3.667,2.667,1.0,1.667,1.667,1.0,365.0,2.667,3.333,1.333,1.0,1.667,1.0
that the government only give this result to the refugee,370.0,3.667,2.667,1.0,1.667,1.667,1.0,370.0,3.0,3.333,1.333,1.0,1.667,1.0
or 31 years to guarantee that when their circumstances so situation the in their their,375.0,3.667,2.667,1.0,1.667,1.667,1.0,375.0,2.667,3.333,1.333,1.0,1.667,1.0
home country is becoming Wheels good get better and they can,380.0,3.667,2.667,1.0,1.667,1.667,1.0,380.0,2.667,3.333,1.333,1.0,1.667,1.0
guarantee that they will lead career right,385.0,3.667,2.667,1.0,1.667,1.667,1.0,385.0,2.667,3.333,1.333,1.0,1.667,1.0
that I think like it's just like 2% that Korean,390.0,3.667,2.667,1.0,1.667,1.667,1.0,390.0,2.667,3.333,1.333,1.0,1.667,1.0
government us proof about the Visa order represent,395.0,3.667,3.0,1.0,1.333,1.333,1.0,395.0,2.667,3.0,1.333,1.0,2.333,1.0
us but we just still have don't know or just not being currently like,400.0,3.667,3.0,1.0,1.333,1.333,1.0,400.0,2.667,3.0,1.333,1.0,2.333,1.0
it's not clear about your Equity say that also is like if they,405.0,3.667,3.0,1.0,1.333,1.333,1.0,405.0,2.667,3.0,1.333,1.0,2.333,1.0
do the wrong things what legals illegals or how the government,410.0,3.667,3.0,1.0,1.333,1.333,1.0,410.0,2.667,3.0,1.333,1.0,2.333,1.0
do how the police do for the refugees something like that so I think,415.0,3.667,3.0,1.0,1.333,1.333,1.0,415.0,2.667,3.0,1.333,1.0,2.333,1.0
is about a life conditions of the Korea is also like they just want to know,420.0,3.667,3.0,1.0,1.333,1.333,1.0,420.0,2.667,3.0,1.333,1.0,2.333,1.0
how should they do and how should they can practice,425.0,3.667,3.333,1.333,1.0,1.333,1.0,425.0,2.667,3.0,1.333,1.0,2.333,1.0
your daily with Lexa T is like it's not it's not if they're not clear for an hour so,430.0,3.333,3.333,1.333,1.0,1.333,1.0,430.0,2.667,3.0,1.333,1.0,2.333,1.0
it's like I think they just want to know,435.0,3.333,3.333,1.333,1.0,1.333,1.0,435.0,2.667,3.0,1.333,1.0,2.333,1.0
about the things that can guarantee their life this is what I want,440.0,3.333,3.0,1.333,1.0,1.333,1.0,440.0,2.667,3.0,1.333,1.0,2.333,1.0
to say so if it's for my opinion are go men,445.0,3.667,3.333,1.333,1.0,1.333,1.0,445.0,2.667,3.333,1.667,1.0,2.333,1.0
can explain in this question and I think like all Korean maybe,450.0,3.333,3.333,1.333,1.0,1.333,1.0,450.0,3.333,3.667,2.0,1.0,1.667,1.0
raise the question I think it will be good things,455.0,3.667,3.0,1.0,1.333,1.0,1.0,455.0,3.0,3.667,1.667,1.0,1.667,1.0
it's like now it's not but in the future is maybe can,460.0,3.333,3.0,1.0,1.333,1.0,1.0,460.0,3.333,3.667,1.667,1.0,1.667,1.0
yeah you mean that how to guarantee the yeah,465.0,3.333,3.0,1.0,1.333,1.0,1.0,465.0,3.333,3.667,2.333,1.0,1.667,1.0
is like is the big question for our Korean,470.0,3.333,3.0,1.0,1.333,1.0,1.0,470.0,3.333,3.667,2.333,1.0,1.667,1.0
actually the refugee you mean that how to garden theater yeah the big question or Korean actually rigidity under the laws of the Korean,475.0,3.667,3.0,1.0,1.333,1.0,1.0,475.0,3.333,3.667,1.333,1.0,2.0,1.0
yeah I think if they do something wrong or cause some clams,480.0,3.667,3.0,1.0,1.333,1.0,1.0,480.0,3.0,4.0,2.333,1.0,2.333,1.0
so they will give penalty or punishment from the law as well so in this case,485.0,3.667,3.0,1.0,1.333,1.0,1.0,485.0,3.0,4.0,1.333,1.0,2.333,1.0
I think is not only for a little edgy for everyone that you have,490.0,3.333,3.0,1.0,1.333,1.0,1.0,490.0,4.0,3.667,1.667,1.0,1.667,1.0
and I'm too and you mean I think that race question because the some Koreans,495.0,3.667,3.0,1.0,1.333,1.0,1.0,495.0,4.0,3.667,1.667,1.0,1.667,1.0
have Instinct often fear with other cultural or xenophobia that you have received that yeah,500.0,3.667,3.0,1.0,1.333,1.0,1.0,500.0,4.0,3.667,1.667,1.0,1.667,1.0
I think there's some kind of more emotional than rational equations,505.0,3.667,3.333,1.0,1.0,1.0,1.0,505.0,4.0,3.667,2.333,1.0,1.667,1.0
yeah because they are have some fear of you insecure that they are,510.0,3.333,3.333,1.0,1.0,1.0,1.0,510.0,4.0,3.667,1.667,1.0,1.667,1.0
happier that never seen something like that paid more than others,515.0,3.333,3.333,1.0,1.0,1.333,1.0,515.0,4.0,3.667,2.333,1.0,1.667,1.0
some problem that's called inside they're feeling knots from,520.0,3.667,3.333,1.0,1.0,1.333,1.0,520.0,4.0,3.333,2.333,1.0,1.667,1.0
there that their Fiji yeah and put on that,525.0,3.667,3.333,1.0,1.0,1.333,1.0,525.0,3.667,3.333,1.667,1.0,1.667,1.0
patients I think you may be at a Korean citizenship,530.0,3.667,3.333,1.0,1.0,1.333,1.0,530.0,4.0,3.333,1.667,1.0,1.667,1.0
maybe you have to trust your government process there that will debut,535.0,3.667,3.333,1.0,1.0,1.0,1.0,535.0,3.667,3.333,1.667,1.0,1.667,1.0
accept only that good quality refugee see that view,540.0,3.667,3.333,1.0,1.0,1.333,1.0,540.0,3.667,3.333,1.667,1.0,1.667,1.0
may cause no clams yeah in the,545.0,3.667,3.333,1.0,1.0,1.0,1.0,545.0,4.0,3.333,1.667,1.0,1.667,1.0
taking refuses can occur the like like a,5.0,4.333,2.333,1.333,1.0,2.333,1.0,5.0,3.0,2.667,1.333,1.0,2.0,1.0
jobs in Jeju Island that is not because some because Yemen,10.0,4.333,2.333,1.333,1.0,2.333,1.0,10.0,3.0,2.667,1.333,1.0,2.0,1.0
refuse it can supply labor domestic interest in the streets like,15.0,4.0,2.333,1.333,1.0,2.667,1.0,15.0,2.667,2.667,1.333,1.0,2.0,1.0
there is a lack of Labor in some industry in Jeju Island by for some dangerous,20.0,4.0,2.333,1.333,1.0,2.667,1.0,20.0,2.667,2.667,1.333,1.0,2.0,1.0
job or some taking risk risk were at the concert,25.0,4.333,2.333,1.333,1.0,2.667,1.0,25.0,2.0,3.0,1.667,1.0,1.667,1.0
Korean people Windows you have Tendencies to avoid dangerous stuff,30.0,4.0,2.333,1.333,1.0,3.0,1.0,30.0,3.0,3.0,1.667,1.0,1.667,1.0
dangerous jobs so taking any revisions can can,35.0,4.333,2.0,1.333,1.0,3.0,1.0,35.0,3.0,3.0,1.667,1.0,1.667,1.0
help to help to supply labor for that,40.0,4.0,2.667,1.333,1.0,2.667,1.0,40.0,2.333,3.0,1.667,1.0,1.667,1.0
dangerous Industries and also Korean this is,45.0,4.0,2.667,1.333,1.0,2.667,1.0,45.0,3.0,3.0,1.667,1.0,1.667,1.0
Korean people need for did you have humanitarian,50.0,4.333,2.667,1.333,1.0,2.0,1.0,50.0,2.333,3.0,1.667,1.0,1.667,1.0
attitude young too my reduces because yema refuses,55.0,3.667,2.333,1.333,1.0,2.667,1.0,55.0,2.333,3.0,1.667,1.0,1.667,1.0
surgeon into Korea Korea to Syria situation not for seeking a job but sticking,60.0,4.333,2.667,1.333,1.0,2.0,1.0,60.0,2.333,3.0,1.667,1.0,1.667,1.0
for taking their life,65.0,3.667,2.667,1.333,1.0,2.0,1.0,65.0,3.0,3.0,1.667,1.0,1.667,1.0
in history while Korea was under Japanese Rule and,70.0,4.333,3.0,1.333,1.0,2.0,1.0,70.0,2.333,3.0,1.667,1.0,1.667,1.0
provisional government what's that up in Shanghai Korean ancestors were,75.0,3.667,3.0,1.333,1.0,2.0,1.0,75.0,2.333,3.0,1.667,1.0,1.667,1.0
also political with this is also Koreans are not away from,80.0,3.667,3.0,1.333,1.0,2.0,1.0,80.0,2.333,3.0,1.667,1.0,1.667,1.0
this issue after green were there were a lot of Korean burger,85.0,4.0,3.333,1.333,1.0,1.667,1.0,85.0,3.0,3.0,1.667,1.0,1.667,1.0
places like Yemen so this could happen to us too so there,90.0,3.667,3.333,1.333,1.0,2.0,1.0,90.0,2.333,3.0,1.667,1.0,1.667,1.0
with some humanitarian attitude for decision,95.0,4.0,3.333,1.333,1.0,1.667,1.0,95.0,2.333,3.0,1.667,1.0,1.667,1.0
this,100.0,3.333,3.333,1.333,1.0,1.667,1.0,100.0,2.333,3.0,1.667,1.0,1.333,1.0
is our only taking heart drops,105.0,3.333,3.333,1.333,1.0,1.667,1.0,105.0,3.0,3.0,1.667,1.0,1.333,1.0
which Koreans don't want to take but,110.0,3.0,3.333,1.667,1.0,1.333,1.0,110.0,2.333,3.333,1.667,1.0,1.333,1.0
as you know or young people there is very high unemployment rate,115.0,3.667,3.333,1.667,1.0,1.333,1.0,115.0,2.333,3.333,1.667,1.0,1.333,1.0
and even though they take only the hard jobs,120.0,2.667,3.333,1.667,1.0,1.333,1.0,120.0,3.333,3.0,1.667,1.0,2.0,1.0
young people can feel the other risk,125.0,2.667,3.0,1.333,1.0,1.333,1.0,125.0,3.667,3.0,1.667,1.0,2.667,1.0
and the problem is that we cannot,130.0,3.0,3.0,1.333,1.0,1.333,1.0,130.0,3.667,3.0,1.667,1.0,2.667,1.0
tell which one is the fake Refugee and in early 2015,135.0,2.333,3.0,1.333,1.0,1.333,1.0,135.0,3.667,3.0,1.667,1.0,2.667,1.0
some big refugees went to Europe to take jobs and,140.0,3.0,3.0,1.333,1.0,1.333,1.0,140.0,3.0,2.667,1.667,1.0,2.667,1.0
there are also rumors that the refugees are refusing,145.0,3.0,3.0,1.333,1.0,1.333,1.0,145.0,3.667,2.667,1.667,1.0,2.667,1.0
to take hard jobs in the Dryland and they also complained about their,150.0,3.0,3.0,1.333,1.0,1.333,1.0,150.0,3.667,3.333,2.0,1.0,2.667,1.0
salary so this this means that they are not really,155.0,3.0,3.0,1.333,1.0,1.667,1.0,155.0,3.0,3.333,2.0,1.0,2.667,1.0
real refugees which like like their place to live and,160.0,3.0,3.0,1.333,1.0,1.667,1.0,160.0,3.0,2.667,1.667,1.0,2.667,1.0
most of the refugees that come to Korea are,165.0,3.0,3.0,1.333,1.0,1.333,1.0,165.0,3.333,2.333,1.333,1.0,2.667,1.0
very young and strong male refugees and,170.0,2.333,3.0,1.333,1.0,1.333,1.0,170.0,3.333,2.333,1.333,1.0,2.667,1.0
they are very real threat to safety of women in Korea because,175.0,2.333,3.0,1.333,1.0,1.333,1.0,175.0,3.0,2.333,1.333,1.0,3.0,1.0
Islam culture the,180.0,2.333,3.0,1.333,1.0,1.333,1.0,180.0,3.333,2.333,1.333,1.0,3.0,1.0
women right in his own culture is very bad and there,185.0,2.333,3.0,1.333,1.0,1.333,1.0,185.0,3.333,2.333,1.333,1.0,3.0,1.0
are real cases that they are refugees with,190.0,2.667,3.0,1.333,1.0,1.333,1.0,190.0,3.333,2.333,1.333,1.0,3.0,1.0
a lot of women in Europe so for the safety of,195.0,2.667,3.0,1.333,1.0,1.333,1.0,195.0,3.333,3.0,1.333,1.0,3.0,1.0
of Korean people the refugees should be kind,200.0,2.667,3.0,1.333,1.0,1.333,1.0,200.0,3.333,3.0,1.333,1.0,3.0,1.0
I just said is TRUE that,205.0,2.667,3.0,1.333,1.0,1.333,1.0,205.0,3.333,3.0,1.333,1.0,3.0,1.0
I was already busy made very critical issues like real,210.0,2.333,3.0,1.333,1.0,1.333,1.0,210.0,3.0,2.333,1.333,1.0,3.0,1.0
things in your rug but it does mean it hasn't occurred in Korea,215.0,2.333,3.0,1.333,1.0,1.333,1.0,215.0,3.0,2.333,1.333,1.0,3.0,1.0
and and also use that and also you start that,220.0,2.333,3.0,1.333,1.0,1.333,1.0,220.0,3.0,2.333,1.333,1.0,3.0,1.0
only young only unveiled if there's has come to Korea but,225.0,2.667,3.0,1.333,1.0,1.333,1.0,225.0,3.0,3.0,1.333,1.0,2.667,1.0
yeah it's TRUE but that's because it does bi young Matt young male,230.0,2.667,3.0,1.333,1.0,1.333,1.0,230.0,3.0,3.0,1.333,1.0,2.667,1.0
